cement;blast_furnace_slag;fly_ash;water;superplasticizer;coarse_aggregate;fine_aggregate;age;concrete_compressive_trength
144.0;170.0;133.0;192.0;8.0;814.0;805.0;28;29.87 
143.7;170.2;132.6;191.6;8.5;814.1;805.3;28;29.87 
141.3;212.0;0.0;203.5;0.0;971.8;748.5;28;29.89 
251.4;0.0;118.3;188.5;5.8;1028.4;757.7;14;29.93 
237.5;237.5;0.0;228.0;0.0;932.0;594.0;28;30.08 
305.0;0.0;100.0;196.0;10.0;959.0;705.0;28;30.12 
304.8;0.0;99.6;196.0;9.8;959.4;705.2;28;30.12 
400.0;0.0;0.0;187.0;0.0;1025.0;745.0;7;30.14 
218.9;0.0;124.1;158.5;11.3;1078.7;794.9;28;30.22 
238.1;0.0;94.1;186.7;7.0;949.9;847.0;28;30.23 
332.5;142.5;0.0;228.0;0.0;932.0;594.0;7;30.28 
213.7;98.1;24.5;181.7;6.9;1065.8;785.4;14;30.39 
200.0;133.0;0.0;192.0;0.0;965.4;806.2;28;30.44 
277.2;97.8;24.5;160.7;11.2;1061.7;782.5;3;30.45 
325.0;0.0;0.0;184.0;0.0;1063.0;783.0;28;30.57 
162.0;214.0;164.0;202.0;10.0;820.0;680.0;28;30.65 
249.1;0.0;98.8;158.1;12.8;987.8;889.0;28;30.85 
159.0;209.0;161.0;201.0;7.0;848.0;669.0;28;30.88 
297.0;0.0;0.0;186.0;0.0;1040.0;734.0;7;30.96 
133.0;210.0;0.0;196.0;3.0;949.0;795.0;28;31.03 
168.9;42.2;124.3;158.3;10.8;1080.8;796.2;28;31.12 
322.0;0.0;116.0;196.0;10.0;818.0;813.0;28;31.18 
322.2;0.0;115.6;196.0;10.4;817.9;813.4;28;31.18 
182.0;45.2;122.0;170.2;8.2;1059.4;780.7;28;31.27 
212.0;0.0;124.8;159.0;7.8;1085.4;799.5;14;31.35 
385.0;0.0;0.0;186.0;0.0;966.0;763.0;28;31.35 
272.8;181.9;0.0;185.7;0.0;1012.4;714.3;28;31.38 
296.0;0.0;107.0;221.0;11.0;819.0;778.0;28;31.42 
296.0;0.0;106.7;221.4;10.5;819.2;778.4;28;31.42 
331.0;0.0;0.0;192.0;0.0;978.0;825.0;28;31.45 
212.5;0.0;100.4;159.3;8.7;1007.8;903.6;28;31.64 
339.0;0.0;0.0;185.0;0.0;1060.0;754.0;28;31.65 
331.0;0.0;0.0;192.0;0.0;1025.0;821.0;28;31.74 
167.4;129.9;128.6;175.5;7.8;1006.3;746.6;14;31.81 
339.0;0.0;0.0;185.0;0.0;1069.0;754.0;28;31.84 
298.0;0.0;107.0;210.0;11.0;880.0;744.0;28;31.87 
298.2;0.0;107.0;209.7;11.1;879.6;744.2;28;31.88 
339.2;0.0;0.0;185.7;0.0;1069.2;754.3;28;31.90 
333.0;0.0;0.0;192.0;0.0;931.2;842.6;28;31.97 
376.0;0.0;0.0;214.6;0.0;1003.5;762.4;28;31.97 
424.0;22.0;132.0;178.0;8.5;882.0;750.0;3;32.01 
339.0;0.0;0.0;197.0;0.0;968.0;781.0;28;32.04 
255.5;170.3;0.0;185.7;0.0;1026.6;724.3;28;32.05 
424.0;22.0;132.0;168.0;8.9;822.0;750.0;3;32.11 
273.0;0.0;90.0;199.0;11.0;931.0;762.0;28;32.24 
272.6;0.0;89.6;198.7;10.6;931.3;762.2;28;32.25 
261.0;100.0;78.0;201.0;9.0;864.0;761.0;28;32.40 
260.9;100.5;78.3;200.6;8.6;864.5;761.5;28;32.40 
193.5;290.2;0.0;185.7;0.0;998.2;704.3;28;32.63 
251.4;0.0;118.3;188.5;6.4;1028.4;757.7;28;32.66 
145.9;230.5;0.0;202.5;3.4;827.0;871.8;28;32.72 
349.0;0.0;0.0;192.0;0.0;1047.0;806.0;28;32.72 
159.0;187.0;0.0;176.0;11.0;990.0;789.0;28;32.76 
159.1;186.7;0.0;175.6;11.3;989.6;788.9;28;32.77 
380.0;95.0;0.0;228.0;0.0;932.0;594.0;7;32.82 
160.0;188.0;146.0;203.0;11.0;829.0;710.0;28;32.84 
236.0;157.0;0.0;192.0;0.0;972.6;749.1;28;32.88 
167.0;75.4;167.0;164.0;7.9;1007.3;770.1;14;32.90 
149.0;236.0;0.0;176.0;13.0;847.0;893.0;28;32.96 
149.5;236.0;0.0;175.8;12.6;846.8;892.7;28;32.96 
212.0;141.3;0.0;203.5;0.0;973.4;750.0;28;33.00 
173.5;50.1;173.5;164.8;6.5;1006.2;793.5;14;33.01 
332.5;142.5;0.0;228.0;0.0;932.0;594.0;28;33.02 
290.2;193.5;0.0;185.7;0.0;998.2;704.3;28;33.04 
157.0;214.0;152.0;200.0;9.0;819.0;704.0;28;33.05 
146.0;230.0;0.0;202.0;3.0;827.0;872.0;28;33.06 
397.0;0.0;0.0;185.7;0.0;1040.6;734.3;28;33.08 
165.0;128.5;132.1;175.1;8.1;1005.8;746.6;14;33.09 
500.0;0.0;0.0;200.0;0.0;1125.0;613.0;7;33.21 
251.4;0.0;118.3;192.9;5.8;1043.6;754.3;28;33.27 
132.0;207.0;161.0;179.0;5.0;867.0;736.0;28;33.30 
132.0;206.5;160.9;178.9;5.5;866.9;735.6;28;33.31 
251.8;0.0;99.9;146.1;12.4;1006.0;899.8;14;33.36 
425.0;106.3;0.0;153.5;16.5;852.1;887.1;3;33.40 
425.0;106.3;0.0;153.5;16.5;852.1;887.1;3;33.40 
425.0;106.3;0.0;153.5;16.5;852.1;887.1;3;33.40 
318.8;212.5;0.0;155.7;14.3;852.1;880.4;7;33.40 
252.0;97.0;76.0;194.0;8.0;835.0;821.0;28;33.40 
252.1;97.1;75.6;193.8;8.3;835.5;821.4;28;33.40 
304.0;140.0;0.0;214.0;6.0;895.0;722.0;28;33.42 
303.6;139.9;0.0;213.5;6.2;895.5;722.5;28;33.42 
491.0;26.0;123.0;210.0;3.9;882.0;699.0;7;33.49 
349.0;0.0;0.0;192.0;0.0;1056.0;809.0;28;33.61 
157.0;236.0;0.0;192.0;0.0;935.4;781.2;28;33.66 
172.4;13.6;172.4;156.8;4.1;1006.3;856.4;28;33.69 
310.0;143.0;111.0;168.0;22.0;914.0;651.0;28;33.69 
213.5;0.0;174.2;154.6;11.7;1052.3;775.5;14;33.70 
262.0;111.0;86.0;195.0;5.0;895.0;733.0;28;33.72 
261.9;110.5;86.1;195.4;5.0;895.2;732.6;28;33.72 
213.7;0.0;174.7;154.8;10.2;1053.5;776.4;14;33.73 
231.8;0.0;121.6;174.0;6.7;1056.4;778.5;28;33.73 
162.0;190.0;148.0;179.0;19.0;838.0;741.0;28;33.76 
162.0;190.1;148.1;178.8;18.8;838.1;741.4;28;33.76 
525.0;0.0;0.0;189.0;0.0;1125.0;613.0;3;33.80 
255.0;99.0;77.0;189.0;6.0;919.0;749.0;28;33.80 
255.3;98.8;77.0;188.6;6.5;919.0;749.3;28;33.80 
251.8;0.0;99.9;146.1;12.4;1006.0;899.8;28;33.94 
166.8;250.2;0.0;203.5;0.0;975.6;692.6;28;33.95 
178.0;129.8;118.6;179.9;3.6;1007.3;746.8;14;34.24 
350.0;0.0;0.0;186.0;0.0;1050.0;770.0;28;34.29 
374.0;189.2;0.0;170.1;10.1;926.1;756.7;3;34.40 
480.0;0.0;0.0;192.0;0.0;936.2;712.2;7;34.57 
290.4;0.0;96.2;168.1;9.4;961.2;865.0;14;34.67 
290.4;0.0;96.2;168.1;9.4;961.2;865.0;28;34.74 
387.0;20.0;94.0;157.0;11.6;938.0;845.0;3;34.77 
388.6;97.1;0.0;157.9;12.1;852.1;925.7;7;34.90 
427.5;47.5;0.0;228.0;0.0;932.0;594.0;7;35.08 
337.9;189.0;0.0;174.9;9.5;944.7;755.8;7;35.10 
140.0;164.0;128.0;237.0;6.0;869.0;656.0;28;35.23 
139.7;163.9;127.7;236.7;5.8;868.6;655.6;28;35.23 
295.7;0.0;95.6;171.5;8.9;955.1;859.2;14;35.23 
362.6;189.0;0.0;164.9;11.6;944.7;755.8;3;35.30 
362.6;189.0;0.0;164.9;11.6;944.7;755.8;3;35.30 
362.6;189.0;0.0;164.9;11.6;944.7;755.8;3;35.30 
362.6;189.0;0.0;164.9;11.6;944.7;755.8;3;35.30 
160.2;188.0;146.4;203.2;11.3;828.7;709.7;28;35.31 
446.0;24.0;79.0;162.0;11.6;967.0;712.0;3;35.36 
359.0;19.0;141.0;154.0;10.9;942.0;801.0;7;35.75 
298.0;0.0;107.0;164.0;13.0;953.0;784.0;28;35.86 
298.1;0.0;107.5;163.6;12.8;953.2;784.0;28;35.87 
218.2;54.6;123.8;140.8;11.9;1075.7;792.7;14;35.96 
425.0;106.3;0.0;151.4;18.6;936.0;803.7;3;36.30 
152.0;178.0;139.0;168.0;18.0;944.0;695.0;28;36.35 
151.8;178.1;138.7;167.5;18.3;944.0;694.6;28;36.35 
140.0;133.0;103.0;200.0;7.0;916.0;753.0;28;36.44 
139.9;132.6;103.3;200.3;7.4;916.0;753.4;28;36.44 
380.0;95.0;0.0;228.0;0.0;932.0;594.0;28;36.45 
313.0;0.0;113.0;178.0;8.0;1002.0;689.0;28;36.80 
313.3;0.0;113.0;178.5;8.0;1001.9;688.7;28;36.80 
387.0;20.0;94.0;157.0;14.3;938.0;845.0;7;36.84 
500.0;0.0;0.0;200.0;0.0;1125.0;613.0;14;36.94 
397.0;0.0;0.0;186.0;0.0;1040.0;734.0;28;36.94 
250.2;166.8;0.0;203.5;0.0;977.6;694.1;28;36.96 
297.2;0.0;117.5;174.8;9.5;1022.8;753.5;14;36.99 
273.0;105.0;82.0;210.0;9.0;904.0;680.0;28;37.17 
272.8;105.1;81.8;209.7;9.0;904.0;679.7;28;37.17 
321.0;0.0;128.0;182.0;11.0;870.0;780.0;28;37.26 
321.4;0.0;127.9;182.5;11.5;870.1;779.7;28;37.27 
194.7;0.0;100.5;170.2;7.5;998.0;901.8;28;37.27 
156.0;243.0;0.0;180.0;11.0;1022.0;698.0;28;37.36 
155.6;243.5;0.0;180.3;10.7;1022.0;697.7;28;37.36 
212.6;0.0;100.4;159.4;10.4;1003.8;903.8;28;37.40 
382.0;0.0;0.0;186.0;0.0;1047.0;739.0;28;37.42 
382.0;0.0;0.0;185.0;0.0;1047.0;739.0;28;37.42 
427.5;47.5;0.0;228.0;0.0;932.0;594.0;28;37.43 
150.0;237.0;0.0;174.0;12.0;1069.0;675.0;28;37.43 
150.0;236.8;0.0;173.8;11.9;1069.3;674.8;28;37.43 
382.5;0.0;0.0;185.7;0.0;1047.8;739.3;28;37.44 
475.0;118.8;0.0;181.1;8.9;852.1;781.5;3;37.80 
173.8;93.4;159.9;172.3;9.7;1007.2;746.6;28;37.81 
210.7;316.1;0.0;185.7;0.0;977.0;689.3;28;37.81 
166.0;260.0;0.0;183.0;13.0;859.0;827.0;28;37.91 
166.0;259.7;0.0;183.2;12.7;858.8;826.8;28;37.92 
491.0;26.0;123.0;201.0;3.9;822.0;699.0;7;37.92 
286.3;200.9;0.0;144.7;11.2;1004.6;803.7;7;38.00 
446.0;24.0;79.0;162.0;11.6;967.0;712.0;7;38.02 
173.5;50.1;173.5;164.8;6.5;1006.2;793.5;28;38.20 
375.0;0.0;0.0;186.0;0.0;1038.0;758.0;28;38.21 
309.9;142.8;111.2;167.8;22.1;913.9;651.2;28;38.22 
314.0;0.0;113.0;170.0;10.0;925.0;783.0;28;38.46 
313.8;0.0;112.6;169.9;10.1;925.3;782.9;28;38.46 
212.0;0.0;124.8;159.0;7.8;1085.4;799.5;28;38.50 
475.0;0.0;0.0;228.0;0.0;932.0;594.0;7;38.60 
214.9;53.8;121.9;155.6;9.6;1014.3;780.6;14;38.60 
359.0;19.0;141.0;154.0;10.9;942.0;801.0;7;38.61 
326.5;0.0;137.9;199.0;10.8;801.1;792.5;28;38.63 
316.1;210.7;0.0;185.7;0.0;977.0;689.3;28;38.70 
275.1;0.0;121.4;159.5;9.9;1053.6;777.5;14;38.77 
288.0;192.0;0.0;192.0;0.0;932.0;717.8;28;38.80 
424.0;22.0;132.0;178.0;8.5;822.0;750.0;7;39.00 
374.0;0.0;0.0;190.0;7.0;1013.0;730.0;28;39.05 
374.3;0.0;0.0;190.2;6.7;1013.2;730.4;28;39.06 
397.0;0.0;0.0;185.0;0.0;1040.0;734.0;28;39.09 
178.0;129.8;118.6;179.9;3.6;1007.3;746.8;28;39.16 
475.0;0.0;0.0;228.0;0.0;932.0;594.0;28;39.29 
439.0;177.0;0.0;186.0;11.1;884.9;707.9;3;39.30 
446.0;24.0;79.0;162.0;11.6;967.0;712.0;7;39.30 
234.0;156.0;0.0;189.0;5.9;981.0;760.0;28;39.30 
192.0;288.0;0.0;192.0;0.0;929.8;716.1;28;39.32 
450.1;50.0;0.0;200.0;3.0;1124.4;613.2;28;39.38 
160.0;128.0;122.0;182.0;6.4;824.0;879.0;28;39.40 
266.0;112.0;87.0;178.0;10.0;910.0;745.0;28;39.42 
266.2;112.3;87.5;177.9;10.4;909.7;744.5;28;39.42 
239.6;359.4;0.0;185.7;0.0;941.6;664.3;28;39.44 
160.0;250.0;0.0;168.0;12.0;1049.0;688.0;28;39.45 
159.8;250.0;0.0;168.4;12.2;1049.3;688.2;28;39.46 
393.0;0.0;0.0;192.0;0.0;940.0;758.0;28;39.58 
393.0;0.0;0.0;192.0;0.0;940.6;785.6;28;39.60 
228.0;342.1;0.0;185.7;0.0;955.8;674.3;28;39.70 
162.0;207.0;172.0;216.0;10.0;822.0;638.0;28;39.84 
295.7;0.0;95.6;171.5;8.9;955.1;859.2;28;39.94 
318.0;0.0;126.0;210.0;6.0;861.0;737.0;28;40.06 
317.9;0.0;126.5;209.7;5.7;860.5;736.6;28;40.06 
213.7;0.0;174.7;154.8;10.2;1053.5;776.4;28;40.15 
469.0;117.2;0.0;137.8;32.2;852.1;840.5;3;40.20 
213.8;98.1;24.5;181.7;6.7;1066.0;785.5;28;40.23 
424.0;22.0;132.0;168.0;8.9;822.0;750.0;7;40.29 
389.9;189.0;0.0;145.9;22.0;944.7;755.8;3;40.60 
326.0;0.0;138.0;199.0;11.0;801.0;792.0;28;40.68 
190.0;190.0;0.0;228.0;0.0;932.0;670.0;28;40.86 
356.0;0.0;142.0;193.0;11.0;801.0;778.0;28;40.87 
355.9;0.0;141.6;193.3;11.0;801.4;778.4;28;40.87 
313.3;145.0;0.0;178.5;8.0;867.2;824.0;28;40.93 
284.0;120.0;0.0;168.0;7.0;970.0;794.0;28;40.93 
284.0;119.7;0.0;168.3;7.2;970.4;794.2;28;40.93 
313.0;145.0;0.0;178.0;8.0;1002.0;689.0;28;41.05 
313.3;145.0;0.0;178.5;8.0;1001.9;688.7;28;41.05 
401.8;94.7;0.0;147.4;11.4;946.8;852.1;3;41.10 
167.4;129.9;128.6;175.5;7.8;1006.3;746.6;28;41.20 
531.3;0.0;0.0;141.8;28.2;852.1;893.7;3;41.30 
516.0;0.0;0.0;162.0;8.2;801.0;802.0;28;41.37 
516.0;0.0;0.0;162.0;8.3;801.0;802.0;28;41.37 
167.0;75.4;167.0;164.0;7.9;1007.3;770.1;28;41.41 
265.0;111.0;86.0;195.0;6.0;833.0;790.0;28;41.54 
264.5;111.0;86.5;195.5;5.9;832.6;790.4;28;41.54 
540.0;0.0;0.0;173.0;0.0;1125.0;613.0;3;41.64 
387.0;20.0;94.0;157.0;11.6;938.0;845.0;7;41.67 
203.5;305.3;0.0;203.5;0.0;963.4;630.0;28;41.68 
277.1;0.0;97.4;160.6;11.8;973.9;875.6;14;41.89 
287.0;121.0;94.0;188.0;9.0;904.0;696.0;28;41.94 
288.0;121.0;0.0;177.0;7.0;908.0;829.0;28;42.13 
288.4;121.0;0.0;177.4;7.0;907.9;829.5;28;42.14 
246.8;0.0;125.1;143.3;12.0;1086.8;800.9;14;42.22 
252.3;0.0;98.8;146.3;14.2;987.8;889.0;14;42.29 
525.0;0.0;0.0;189.0;0.0;1125.0;613.0;7;42.42 
298.0;0.0;107.0;186.0;6.0;879.0;815.0;28;42.64 
298.1;0.0;107.0;186.4;6.1;879.0;815.2;28;42.64 
313.3;262.2;0.0;175.5;8.6;1046.9;611.8;7;42.80 
305.3;203.5;0.0;203.5;0.0;965.4;631.0;28;43.38 
277.0;117.0;91.0;191.0;7.0;946.0;666.0;28;43.57 
277.0;116.8;91.0;190.6;7.0;946.5;665.6;28;43.58 
400.0;0.0;0.0;187.0;0.0;1025.0;745.0;28;43.70 
284.0;15.0;141.0;179.0;5.5;842.0;801.0;28;43.73 
287.3;120.5;93.9;187.6;9.2;904.4;695.9;28;43.80 
480.0;0.0;0.0;192.0;0.0;936.0;721.0;28;43.89 
480.0;0.0;0.0;192.0;0.0;936.2;712.2;28;43.94 
355.0;19.0;97.0;145.0;13.1;967.0;871.0;28;44.03 
500.0;0.0;0.0;200.0;0.0;1125.0;613.0;28;44.09 
500.1;0.0;0.0;200.0;3.0;1124.4;613.2;28;44.13 
276.0;116.0;90.0;180.0;9.0;870.0;768.0;28;44.28 
276.4;116.0;90.3;179.6;8.9;870.1;768.3;28;44.28 
334.0;17.6;158.0;189.0;15.3;967.0;633.0;28;44.33 
313.0;145.0;0.0;178.0;8.0;867.0;824.0;28;44.39 
446.0;24.0;79.0;162.0;11.6;967.0;712.0;28;44.42 
313.0;145.0;0.0;127.0;8.0;1000.0;822.0;28;44.52 
312.7;144.7;0.0;127.3;8.0;999.7;822.2;28;44.52 
142.0;167.0;130.0;174.0;11.0;883.0;785.0;28;44.61 
141.9;166.6;129.7;173.5;10.9;882.6;785.3;28;44.61 
213.5;0.0;174.2;159.2;11.7;1043.6;771.9;28;44.64 
336.0;0.0;0.0;182.0;3.0;986.0;817.0;28;44.86 
336.5;0.0;0.0;181.9;3.4;985.8;816.8;28;44.87 
310.0;143.0;0.0;168.0;10.0;914.0;804.0;28;45.30 
310.0;142.8;0.0;167.9;10.0;914.3;804.0;28;45.30 
375.0;93.8;0.0;126.6;23.4;852.1;992.6;7;45.70 
213.7;98.1;24.5;181.7;6.9;1065.8;785.4;28;45.71 
266.0;114.0;0.0;228.0;0.0;932.0;670.0;28;45.85 
387.0;20.0;94.0;157.0;13.9;938.0;845.0;7;45.90 
213.5;0.0;174.2;154.6;11.7;1052.3;775.5;28;45.94 
374.0;189.2;0.0;170.1;10.1;926.1;756.7;7;46.20 
314.0;145.0;113.0;179.0;8.0;869.0;690.0;28;46.23 
314.0;145.3;113.2;178.9;8.0;869.1;690.2;28;46.23 
289.0;134.0;0.0;195.0;6.0;924.0;760.0;28;46.24 
289.0;133.7;0.0;194.9;5.5;924.1;760.1;28;46.25 
165.0;128.5;132.1;175.1;8.1;1005.8;746.6;28;46.39 
387.0;20.0;94.0;157.0;13.9;938.0;845.0;28;46.68 
387.0;20.0;94.0;157.0;11.6;938.0;845.0;28;46.68 
425.0;106.3;0.0;151.4;18.6;936.0;803.7;7;46.80 
531.3;0.0;0.0;141.8;28.2;852.1;893.7;7;46.90 
379.5;151.2;0.0;153.9;15.9;1134.3;605.0;7;47.10 
333.0;17.5;163.0;167.0;17.9;996.0;652.0;28;47.28 
297.2;0.0;117.5;174.8;9.5;1022.8;753.5;28;47.40 
277.2;97.8;24.5;160.7;11.2;1061.7;782.5;14;47.71 
304.0;76.0;0.0;228.0;0.0;932.0;670.0;28;47.81 
277.1;0.0;97.4;160.6;11.8;973.9;875.6;28;48.28 
525.0;0.0;0.0;189.0;0.0;1125.0;613.0;14;48.40 
425.0;106.3;0.0;153.5;16.5;852.1;887.1;7;49.20 
425.0;106.3;0.0;153.5;16.5;852.1;887.1;7;49.20 
425.0;106.3;0.0;153.5;16.5;852.1;887.1;7;49.20 
200.0;200.0;0.0;190.0;0.0;1145.0;660.0;28;49.25 
260.0;101.0;78.0;171.0;10.0;936.0;763.0;28;49.77 
259.9;100.6;78.4;170.6;10.4;935.7;762.9;28;49.77 
323.7;282.8;0.0;183.8;10.3;942.7;659.9;7;49.80 
337.9;189.0;0.0;174.9;9.5;944.7;755.8;28;49.90 
387.0;20.0;94.0;157.0;14.3;938.0;845.0;28;50.24 
522.0;0.0;0.0;146.0;0.0;896.0;896.0;7;50.51 
252.3;0.0;98.8;146.3;14.2;987.8;889.0;28;50.60 
388.6;97.1;0.0;157.9;12.1;852.1;925.7;28;50.70 
520.0;0.0;0.0;175.0;5.2;870.0;805.0;28;51.02 
446.0;24.0;79.0;162.0;11.6;967.0;712.0;28;51.02 
275.1;0.0;121.4;159.5;9.9;1053.6;777.5;28;51.33 
446.0;24.0;79.0;162.0;11.6;967.0;712.0;7;52.01 
379.5;151.2;0.0;153.9;15.9;1134.3;605.0;28;52.20 
214.9;53.8;121.9;155.6;9.6;1014.3;780.6;28;52.20 
405.0;0.0;0.0;175.0;0.0;1120.0;695.0;28;52.30 
322.0;149.0;0.0;186.0;8.0;951.0;709.0;28;52.42 
322.5;148.6;0.0;185.8;8.5;951.0;709.5;28;52.43 
313.0;161.0;0.0;178.0;10.0;917.0;759.0;28;52.44 
312.9;160.5;0.0;177.6;9.6;916.6;759.5;28;52.45 
246.8;0.0;125.1;143.3;12.0;1086.8;800.9;28;52.50 
540.0;0.0;0.0;173.0;0.0;1125.0;613.0;7;52.61 
280.0;129.0;100.0;172.0;9.0;825.0;805.0;28;52.82 
279.8;128.9;100.4;172.4;9.5;825.1;804.9;28;52.83 
446.0;24.0;79.0;162.0;10.3;967.0;712.0;28;53.39 
298.0;137.0;107.0;201.0;6.0;878.0;655.0;28;53.52 
297.8;137.2;106.9;201.3;6.0;878.4;655.3;28;53.52 
285.0;190.0;0.0;163.0;7.6;1031.0;685.0;28;53.58 
401.8;94.7;0.0;147.4;11.4;946.8;852.1;7;54.10 
469.0;117.2;0.0;137.8;32.2;852.1;840.5;7;54.90 
355.0;19.0;97.0;145.0;12.3;967.0;871.0;28;55.45 
318.8;212.5;0.0;155.7;14.3;852.1;880.4;28;55.50 
218.2;54.6;123.8;140.8;11.9;1075.7;792.7;28;55.51 
385.0;0.0;136.0;158.0;20.0;903.0;768.0;28;55.55 
491.0;26.0;123.0;210.0;3.9;882.0;699.0;28;55.55 
475.0;118.8;0.0;181.1;8.9;852.1;781.5;7;55.60 
397.0;17.2;158.0;167.0;20.8;967.0;633.0;28;55.65 
362.6;189.0;0.0;164.9;11.6;944.7;755.8;7;55.90 
362.6;189.0;0.0;164.9;11.6;944.7;755.8;7;55.90 
362.6;189.0;0.0;164.9;11.6;944.7;755.8;7;55.90 
525.0;0.0;0.0;189.0;0.0;1125.0;613.0;28;55.94 
439.0;177.0;0.0;186.0;11.1;884.9;707.9;7;56.10 
531.3;0.0;0.0;141.8;28.2;852.1;893.7;28;56.40 
331.0;170.0;0.0;195.0;8.0;811.0;802.0;28;56.61 
330.5;169.6;0.0;194.9;8.1;811.0;802.3;28;56.62 
375.0;93.8;0.0;126.6;23.4;852.1;992.6;28;56.70 
528.0;0.0;0.0;185.0;6.9;920.0;720.0;28;56.83 
446.0;24.0;79.0;162.0;11.6;967.0;712.0;28;57.03 
321.0;164.0;0.0;190.0;5.0;870.0;774.0;28;57.21 
321.3;164.2;0.0;190.5;4.6;870.0;774.0;28;57.22 
475.0;0.0;59.0;142.0;1.9;1098.0;641.0;28;57.23 
491.0;26.0;123.0;201.0;3.9;822.0;699.0;28;57.92 
475.0;0.0;0.0;162.0;9.5;1044.0;662.0;28;58.52 
356.0;119.0;0.0;160.0;9.0;1061.0;657.0;28;59.00 
389.9;189.0;0.0;145.9;22.0;944.7;755.8;7;59.09 
359.0;19.0;141.0;154.0;10.9;942.0;801.0;28;59.49 
540.0;0.0;0.0;173.0;0.0;1125.0;613.0;14;59.76 
313.3;262.2;0.0;175.5;8.6;1046.9;611.8;28;59.80 
520.0;0.0;0.0;170.0;5.2;855.0;855.0;28;60.28 
425.0;106.3;0.0;153.5;16.5;852.1;887.1;28;60.29 
425.0;106.3;0.0;153.5;16.5;852.1;887.1;28;60.29 
425.0;106.3;0.0;153.5;16.5;852.1;887.1;28;60.29 
374.0;189.2;0.0;170.1;10.1;926.1;756.7;28;61.09 
326.0;166.0;0.0;174.0;9.0;882.0;790.0;28;61.23 
325.6;166.4;0.0;174.0;8.9;881.6;790.0;28;61.24 
425.0;106.3;0.0;151.4;18.6;936.0;803.7;28;61.80 
540.0;0.0;0.0;162.0;2.5;1055.0;676.0;28;61.89 
424.0;22.0;132.0;178.0;8.5;822.0;750.0;28;62.05 
359.0;19.0;141.0;154.0;10.9;942.0;801.0;28;62.94 
277.2;97.8;24.5;160.7;11.2;1061.7;782.5;28;63.14 
505.0;0.0;60.0;195.0;0.0;1030.0;630.0;28;64.02 
366.0;187.0;0.0;191.0;7.0;824.0;757.0;28;65.91 
366.0;187.0;0.0;191.3;6.6;824.3;756.9;28;65.91 
439.0;177.0;0.0;186.0;11.1;884.9;707.9;28;66.00 
469.0;117.2;0.0;137.8;32.2;852.1;840.5;28;66.90 
540.0;0.0;0.0;173.0;0.0;1125.0;613.0;28;67.31 
500.0;0.0;0.0;140.0;4.0;966.0;853.0;28;67.57 
286.3;200.9;0.0;144.7;11.2;1004.6;803.7;28;67.70 
250.0;180.0;95.0;159.0;9.5;860.0;800.0;28;67.87 
475.0;118.8;0.0;181.1;8.9;852.1;781.5;28;68.30 
401.8;94.7;0.0;147.4;11.4;946.8;852.1;28;68.50 
500.0;0.0;0.0;151.0;9.0;1033.0;655.0;28;69.84 
362.6;189.0;0.0;164.9;11.6;944.7;755.8;28;71.30 
362.6;189.0;0.0;164.9;11.6;944.7;755.8;28;71.30 
362.6;189.0;0.0;164.9;11.6;944.7;755.8;28;71.30 
362.6;189.0;0.0;164.9;11.6;944.7;755.8;28;71.30 
485.0;0.0;0.0;146.0;0.0;1120.0;800.0;28;71.99 
424.0;22.0;132.0;168.0;8.9;822.0;750.0;28;72.10 
389.9;189.0;0.0;145.9;22.0;944.7;755.8;28;74.50 
323.7;282.8;0.0;183.8;10.3;942.7;659.9;28;74.70 
522.0;0.0;0.0;146.0;0.0;896.0;896.0;28;74.99 
275.0;180.0;120.0;162.0;10.4;830.0;765.0;28;76.24 
451.0;0.0;0.0;165.0;11.3;1030.0;745.0;28;78.80 
540.0;0.0;0.0;162.0;2.5;1040.0;676.0;28;79.99 
315.0;137.0;0.0;145.0;5.9;1130.0;745.0;28;81.75 
